ride_id,ride_type,pickup_datetime,dropoff_datetime,pickup_location,dropoff_location,trip_distance_km,num_passengers,avg_carpoolers,fare_rs,payment_type,rate_type,carbon_emitted_kg,carbon_saved_kg
RIDE002688,Carpool,2025-04-14 06:55,2025-04-14 07:38,Anna Nagar,Chengalpattu Bus Stand,38.84,2,1.5,287.65,Cash,Shared,5.438,2.019
RIDE002689,Carpool,2025-01-08 03:24,2025-01-08 04:30,Perungudi,Mahindra City,60.34,4,3.9,393.53,Card,Shared,8.448,3.137
RIDE002690,Private,2025-03-07 23:47,2025-03-08 00:34,Chromepet,Chengalpattu Town,41.32,1,,377.52,UPI,Standard,7.933,0.0
RIDE002691,Carpool,2025-02-21 19:44,2025-02-21 20:21,Guindy,Singaperumal Koil,40.79,2,1.5,304.25,Cash,Shared,5.711,2.121
RIDE002692,Private,2025-03-25 23:54,2025-03-26 00:38,Perungudi,Mahindra City,44.13,1,,434.58,Card,Standard,8.473,0.0
RIDE002693,Carpool,2025-01-17 09:44,2025-01-17 10:33,Velachery,Chengalpattu Bus Stand,42.65,4,3.8,267.86,Cash,Shared,5.971,2.218
RIDE002694,Private,2025-01-02 05:21,2025-01-02 05:56,T Nagar,Mahindra City,37.45,1,,408.43,Cash,Standard,7.19,0.0
RIDE002695,Private,2025-01-21 20:24,2025-01-21 21:10,Guindy,SRM University,42.2,1,,476.88,Card,Standard,8.102,0.0
RIDE002696,Carpool,2025-03-04 01:07,2025-03-04 02:17,Anna Nagar,Mahindra City,59.42,4,3.4,457.45,UPI,Shared,8.319,3.09
RIDE002697,Carpool,2025-01-03 16:28,2025-01-03 17:26,Guindy,Chengalpattu Town,62.94,2,1.9,461.41,Wallet,Shared,8.812,3.272
RIDE002698,Carpool,2025-02-11 21:34,2025-02-11 22:34,Perungudi,Singaperumal Koil,50.08,4,3.4,321.61,UPI,Shared,7.011,2.604
RIDE002699,Private,2025-02-20 08:25,2025-02-20 09:03,Guindy,Chengalpattu Town,35.07,1,,373.46,UPI,Standard,6.733,0.0
RIDE002700,Carpool,2025-02-06 22:45,2025-02-06 23:27,Perungudi,Chengalpattu Bus Stand,41.96,2,1.6,263.21,Cash,Shared,5.874,2.182
RIDE002701,Private,2025-01-30 18:46,2025-01-30 19:47,Adyar,Mahindra City,53.56,1,,534.37,UPI,Standard,10.284,0.0
RIDE002702,Private,2025-01-03 20:59,2025-01-03 21:51,Adyar,Chengalpattu Town,54.15,1,,493.72,UPI,Standard,10.397,0.0
RIDE002703,Carpool,2025-02-06 21:17,2025-02-06 22:09,Adyar,Mahindra City,50.1,4,3.9,325.84,Card,Shared,7.014,2.605
RIDE002704,Private,2025-02-21 01:56,2025-02-21 02:59,OMR Sholinganallur,SRM University,62.13,1,,664.21,Card,Standard,11.929,0.0
RIDE002705,Carpool,2025-03-06 19:24,2025-03-06 19:55,Adyar,Chengalpattu Bus Stand,33.78,4,3.9,240.22,Card,Shared,4.729,1.757
RIDE002706,Private,2025-01-10 11:06,2025-01-10 11:46,T Nagar,Chengalpattu Town,37.14,1,,408.84,Card,Standard,7.131,0.0
RIDE002707,Carpool,2025-04-07 15:30,2025-04-07 16:22,Anna Nagar,Singaperumal Koil,43.71,4,3.8,264.37,Cash,Shared,6.119,2.273
RIDE002708,Carpool,2025-04-06 13:30,2025-04-06 14:35,Adyar,Mahindra City,62.74,4,3.8,382.59,Wallet,Shared,8.784,3.262
RIDE002709,Private,2025-01-13 02:04,2025-01-13 03:06,Perungudi,SRM University,63.85,1,,602.34,Cash,Standard,12.259,0.0
RIDE002710,Private,2025-01-09 08:23,2025-01-09 09:27,Adyar,Chengalpattu Bus Stand,64.67,1,,733.19,UPI,Standard,12.417,0.0
RIDE002711,Carpool,2025-04-12 17:14,2025-04-12 17:50,Perungudi,Chengalpattu Bus Stand,32.25,2,1.7,234.36,Cash,Shared,4.515,1.677
RIDE002712,Private,2025-01-24 03:15,2025-01-24 03:48,OMR Sholinganallur,Chengalpattu Town,37.42,1,,411.44,Cash,Standard,7.185,0.0
RIDE002713,Private,2025-02-27 11:08,2025-02-27 11:58,Perungudi,Chengalpattu Bus Stand,44.22,1,,506.52,Card,Standard,8.49,0.0
RIDE002714,Private,2025-04-19 02:50,2025-04-19 03:24,Pallavaram,SRM University,34.31,1,,354.78,Cash,Standard,6.588,0.0
RIDE002715,Private,2025-01-24 18:53,2025-01-24 19:26,Perungudi,Singaperumal Koil,36.15,1,,413.91,Wallet,Standard,6.941,0.0
RIDE002716,Carpool,2025-04-26 05:55,2025-04-26 06:35,Pallavaram,Chengalpattu Bus Stand,32.9,2,1.6,229.02,Wallet,Shared,4.606,1.711
RIDE002717,Private,2025-02-16 04:42,2025-02-16 05:47,OMR Sholinganallur,SRM University,53.45,1,,607.62,Cash,Standard,10.262,0.0
RIDE002718,Carpool,2025-02-06 00:52,2025-02-06 01:59,Pallavaram,Mahindra City,55.1,3,2.8,406.6,Wallet,Shared,7.714,2.865
RIDE002719,Carpool,2025-04-25 02:38,2025-04-25 03:35,Pallavaram,Singaperumal Koil,53.71,2,1.6,343.76,Cash,Shared,7.519,2.793
RIDE002720,Carpool,2025-03-17 13:12,2025-03-17 14:01,Velachery,SRM University,46.05,3,2.6,328.4,Card,Shared,6.447,2.395
RIDE002721,Private,2025-02-19 06:30,2025-02-19 07:13,Tambaram,Chengalpattu Town,46.79,1,,423.29,Cash,Standard,8.984,0.0
RIDE002722,Private,2025-04-22 17:35,2025-04-22 18:48,Chromepet,Singaperumal Koil,61.91,1,,575.95,Card,Standard,11.887,0.0
RIDE002723,Private,2025-04-10 09:29,2025-04-10 10:04,OMR Sholinganallur,Mahindra City,37.93,1,,423.42,Cash,Standard,7.283,0.0
RIDE002724,Carpool,2025-02-23 14:30,2025-02-23 15:39,Chromepet,SRM University,57.81,3,2.5,417.14,Wallet,Shared,8.093,3.007
RIDE002725,Carpool,2025-01-30 01:42,2025-01-30 02:45,Adyar,Chengalpattu Town,55.44,4,3.7,427.39,Wallet,Shared,7.762,2.882
RIDE002726,Carpool,2025-02-11 14:58,2025-02-11 15:37,Adyar,Chengalpattu Bus Stand,41.64,3,2.8,317.9,Cash,Shared,5.83,2.165
RIDE002727,Carpool,2025-01-08 15:39,2025-01-08 16:20,Pallavaram,Chengalpattu Bus Stand,36.23,3,2.8,217.71,Cash,Shared,5.072,1.884
RIDE002728,Private,2025-03-30 21:52,2025-03-30 22:51,Guindy,Singaperumal Koil,57.61,1,,621.56,Cash,Standard,11.061,0.0
RIDE002729,Private,2025-02-17 06:44,2025-02-17 07:39,Chromepet,Singaperumal Koil,61.63,1,,608.45,Card,Standard,11.833,0.0
RIDE002730,Private,2025-02-14 21:37,2025-02-14 22:40,OMR Sholinganallur,Mahindra City,56.81,1,,632.78,Wallet,Standard,10.908,0.0
RIDE002731,Private,2025-03-17 09:14,2025-03-17 10:17,Tambaram,Mahindra City,52.39,1,,597.86,UPI,Standard,10.059,0.0
RIDE002732,Carpool,2025-01-17 07:38,2025-01-17 08:38,T Nagar,Singaperumal Koil,53.97,4,3.8,339.94,Wallet,Shared,7.556,2.806
RIDE002733,Private,2025-01-12 16:51,2025-01-12 17:24,Mylapore,Chengalpattu Bus Stand,30.53,1,,342.77,Card,Standard,5.862,0.0
RIDE002734,Private,2025-03-14 02:20,2025-03-14 02:56,Anna Nagar,Mahindra City,34.14,1,,332.74,Card,Standard,6.555,0.0
RIDE002735,Private,2025-01-10 22:01,2025-01-10 22:41,Velachery,Singaperumal Koil,35.3,1,,376.99,Card,Standard,6.778,0.0
RIDE002736,Carpool,2025-02-11 13:39,2025-02-11 14:19,T Nagar,SRM University,37.4,4,3.7,284.95,Wallet,Shared,5.236,1.945
RIDE002737,Private,2025-01-07 03:26,2025-01-07 04:35,T Nagar,Chengalpattu Bus Stand,62.89,1,,571.26,Wallet,Standard,12.075,0.0
RIDE002738,Carpool,2025-03-04 22:44,2025-03-04 23:53,Pallavaram,SRM University,60.41,2,1.5,365.75,UPI,Shared,8.457,3.142
RIDE002739,Carpool,2025-02-21 06:24,2025-02-21 07:33,Adyar,SRM University,63.61,3,2.5,422.55,UPI,Shared,8.905,3.308
RIDE002740,Carpool,2025-01-28 18:14,2025-01-28 19:07,Pallavaram,SRM University,47.05,3,2.5,307.64,UPI,Shared,6.587,2.447
RIDE002741,Carpool,2025-02-28 19:28,2025-02-28 19:56,T Nagar,Chengalpattu Town,31.2,3,2.5,206.15,Cash,Shared,4.368,1.622
RIDE002742,Private,2025-02-15 19:02,2025-02-15 19:41,Chromepet,Mahindra City,42.34,1,,404.59,Wallet,Standard,8.129,0.0
RIDE002743,Carpool,2025-04-06 11:16,2025-04-06 11:58,Chromepet,Singaperumal Koil,39.6,4,3.9,255.37,Wallet,Shared,5.544,2.059
RIDE002744,Carpool,2025-03-22 09:59,2025-03-22 11:03,Mylapore,Singaperumal Koil,53.42,2,2.0,405.03,Card,Shared,7.479,2.778
RIDE002745,Carpool,2025-03-18 04:55,2025-03-18 05:39,Mylapore,Chengalpattu Bus Stand,36.6,2,1.9,248.69,Wallet,Shared,5.124,1.903
RIDE002746,Carpool,2025-04-27 10:01,2025-04-27 10:42,Perungudi,Chengalpattu Town,34.48,3,2.4,239.71,Cash,Shared,4.827,1.793
RIDE002747,Carpool,2025-03-12 02:38,2025-03-12 03:36,Perungudi,SRM University,47.48,2,1.8,303.12,Wallet,Shared,6.647,2.469
RIDE002748,Private,2025-02-06 12:30,2025-02-06 13:17,OMR Sholinganallur,Chengalpattu Bus Stand,45.84,1,,517.15,Card,Standard,8.801,0.0
RIDE002749,Private,2025-04-16 19:14,2025-04-16 19:48,Velachery,Mahindra City,36.33,1,,395.0,UPI,Standard,6.975,0.0
RIDE002750,Carpool,2025-02-18 22:56,2025-02-18 23:33,Pallavaram,Singaperumal Koil,31.59,4,3.5,230.42,Card,Shared,4.423,1.642
RIDE002751,Carpool,2025-03-31 18:36,2025-03-31 19:18,T Nagar,Singaperumal Koil,44.08,3,2.7,320.99,Cash,Shared,6.171,2.292
RIDE002752,Private,2025-01-16 05:11,2025-01-16 05:43,Perungudi,Singaperumal Koil,31.88,1,,347.37,Card,Standard,6.121,0.0
RIDE002753,Private,2025-01-06 20:45,2025-01-06 21:39,Guindy,SRM University,44.99,1,,450.22,UPI,Standard,8.638,0.0
RIDE002754,Private,2025-03-09 16:39,2025-03-09 17:26,T Nagar,Chengalpattu Bus Stand,44.61,1,,503.05,Cash,Standard,8.565,0.0
RIDE002755,Private,2025-02-22 01:24,2025-02-22 02:03,T Nagar,Chengalpattu Town,38.86,1,,406.15,UPI,Standard,7.461,0.0
RIDE002756,Private,2025-03-12 15:55,2025-03-12 16:37,Mylapore,Mahindra City,39.04,1,,409.2,Wallet,Standard,7.496,0.0
RIDE002757,Carpool,2025-03-29 09:11,2025-03-29 09:54,Tambaram,Mahindra City,42.31,4,3.5,315.61,Wallet,Shared,5.923,2.201
RIDE002758,Carpool,2025-01-21 09:03,2025-01-21 09:55,Chromepet,Chengalpattu Bus Stand,43.72,4,3.6,264.17,Cash,Shared,6.121,2.273
RIDE002759,Carpool,2025-04-14 02:48,2025-04-14 03:45,Adyar,Mahindra City,61.87,3,2.7,455.25,Wallet,Shared,8.662,3.217
RIDE002760,Private,2025-03-04 13:09,2025-03-04 13:46,Guindy,Chengalpattu Town,30.4,1,,282.43,Wallet,Standard,5.837,0.0
RIDE002761,Private,2025-02-04 16:51,2025-02-04 18:02,Pallavaram,Mahindra City,60.82,1,,549.06,Card,Standard,11.677,0.0
RIDE002762,Carpool,2025-04-12 20:03,2025-04-12 20:38,Chromepet,SRM University,32.4,4,3.9,241.22,Card,Shared,4.536,1.685
RIDE002763,Private,2025-03-15 22:47,2025-03-15 23:55,Adyar,SRM University,56.65,1,,551.71,Cash,Standard,10.877,0.0
RIDE002764,Carpool,2025-01-14 10:17,2025-01-14 10:55,T Nagar,Mahindra City,38.27,3,2.6,275.85,UPI,Shared,5.358,1.99
RIDE002765,Carpool,2025-01-09 23:00,2025-01-09 23:37,Anna Nagar,Singaperumal Koil,39.8,4,3.6,293.28,UPI,Shared,5.572,2.07
RIDE002766,Private,2025-01-28 16:00,2025-01-28 16:51,T Nagar,Chengalpattu Bus Stand,55.78,1,,529.51,Wallet,Standard,10.71,0.0
RIDE002767,Carpool,2025-01-07 16:39,2025-01-07 17:34,OMR Sholinganallur,SRM University,54.11,3,2.8,394.63,Card,Shared,7.575,2.814
RIDE002768,Carpool,2025-01-26 08:25,2025-01-26 09:11,Adyar,Mahindra City,48.36,2,1.9,315.07,UPI,Shared,6.77,2.515
RIDE002769,Private,2025-01-23 12:43,2025-01-23 13:46,Tambaram,Chengalpattu Bus Stand,55.37,1,,604.42,UPI,Standard,10.631,0.0
RIDE002770,Carpool,2025-02-16 07:49,2025-02-16 08:38,OMR Sholinganallur,Chengalpattu Bus Stand,53.17,4,3.7,375.49,Wallet,Shared,7.444,2.765
RIDE002771,Carpool,2025-04-20 15:08,2025-04-20 16:21,Tambaram,Chengalpattu Bus Stand,60.06,4,3.8,452.04,Card,Shared,8.408,3.124
RIDE002772,Private,2025-01-29 14:25,2025-01-29 15:22,Adyar,Chengalpattu Town,53.95,1,,566.39,Wallet,Standard,10.358,0.0
RIDE002773,Carpool,2025-04-04 02:25,2025-04-04 03:00,Adyar,SRM University,31.3,2,1.9,213.81,Card,Shared,4.382,1.628
RIDE002774,Private,2025-01-24 23:17,2025-01-25 00:17,Guindy,SRM University,63.12,1,,695.19,Wallet,Standard,12.119,0.0
RIDE002775,Carpool,2025-04-08 06:45,2025-04-08 07:40,Velachery,Chengalpattu Bus Stand,56.51,3,2.9,411.87,UPI,Shared,7.911,2.939
RIDE002776,Carpool,2025-01-30 04:36,2025-01-30 05:40,Mylapore,SRM University,64.24,4,3.8,473.27,Cash,Shared,8.994,3.34
RIDE002777,Carpool,2025-02-08 14:38,2025-02-08 15:25,Pallavaram,Singaperumal Koil,41.5,2,1.7,259.64,Wallet,Shared,5.81,2.158
RIDE002778,Carpool,2025-03-14 08:05,2025-03-14 08:56,Mylapore,Mahindra City,41.49,4,3.4,292.95,UPI,Shared,5.809,2.157
RIDE002779,Private,2025-03-12 20:44,2025-03-12 21:19,Mylapore,Mahindra City,33.4,1,,305.86,Wallet,Standard,6.413,0.0
RIDE002780,Private,2025-01-30 15:52,2025-01-30 17:04,Tambaram,Mahindra City,62.38,1,,573.12,UPI,Standard,11.977,0.0
RIDE002781,Carpool,2025-04-20 12:57,2025-04-20 13:48,Tambaram,Singaperumal Koil,52.55,3,2.8,331.11,Card,Shared,7.357,2.733
RIDE002782,Private,2025-04-25 21:45,2025-04-25 22:26,OMR Sholinganallur,SRM University,42.09,1,,417.09,Card,Standard,8.081,0.0
RIDE002783,Private,2025-02-06 22:56,2025-02-06 23:47,Adyar,Mahindra City,48.17,1,,448.15,Wallet,Standard,9.249,0.0
RIDE002784,Private,2025-01-23 17:02,2025-01-23 17:48,Perungudi,Mahindra City,39.64,1,,391.81,UPI,Standard,7.611,0.0
RIDE002785,Carpool,2025-01-02 21:37,2025-01-02 22:44,Guindy,Singaperumal Koil,54.35,4,3.7,383.87,UPI,Shared,7.609,2.826
RIDE002786,Carpool,2025-05-01 01:25,2025-05-01 01:57,Tambaram,Chengalpattu Bus Stand,30.94,3,2.4,239.18,UPI,Shared,4.332,1.608
RIDE002787,Carpool,2025-01-04 13:14,2025-01-04 14:05,Pallavaram,Mahindra City,47.16,2,1.5,339.4,Wallet,Shared,6.602,2.453
RIDE002788,Private,2025-03-18 21:07,2025-03-18 22:15,Adyar,Singaperumal Koil,61.22,1,,613.16,Wallet,Standard,11.754,0.0
RIDE002789,Private,2025-02-19 14:00,2025-02-19 14:43,Tambaram,Chengalpattu Bus Stand,35.03,1,,356.15,UPI,Standard,6.726,0.0
RIDE002790,Carpool,2025-03-01 01:05,2025-03-01 02:03,Perungudi,Mahindra City,51.62,4,3.8,376.46,UPI,Shared,7.227,2.684
RIDE002791,Private,2025-03-29 16:59,2025-03-29 17:51,Chromepet,Mahindra City,44.0,1,,443.7,Wallet,Standard,8.448,0.0
RIDE002792,Private,2025-04-02 17:01,2025-04-02 17:31,Perungudi,Mahindra City,33.71,1,,340.57,UPI,Standard,6.472,0.0
RIDE002793,Private,2025-01-19 17:04,2025-01-19 17:56,Adyar,SRM University,55.55,1,,631.84,Cash,Standard,10.666,0.0
RIDE002794,Carpool,2025-04-08 16:34,2025-04-08 17:38,Chromepet,Chengalpattu Town,59.43,3,2.5,455.39,UPI,Shared,8.32,3.091
RIDE002795,Carpool,2025-01-28 03:06,2025-01-28 04:00,Tambaram,Chengalpattu Bus Stand,60.77,2,2.0,417.91,Card,Shared,8.508,3.16
RIDE002796,Private,2025-01-22 04:17,2025-01-22 05:07,Pallavaram,Chengalpattu Bus Stand,53.05,1,,524.9,Cash,Standard,10.186,0.0
RIDE002797,Private,2025-03-12 11:16,2025-03-12 12:21,Pallavaram,Mahindra City,62.49,1,,684.05,UPI,Standard,11.998,0.0
RIDE002798,Private,2025-04-02 04:43,2025-04-02 05:50,OMR Sholinganallur,Mahindra City,58.62,1,,580.68,Wallet,Standard,11.255,0.0
RIDE002799,Carpool,2025-04-16 09:03,2025-04-16 10:09,Mylapore,Mahindra City,57.07,2,1.5,343.01,Wallet,Shared,7.99,2.967
RIDE002800,Private,2025-01-16 09:01,2025-01-16 10:01,Tambaram,Chengalpattu Bus Stand,54.23,1,,611.31,Wallet,Standard,10.412,0.0
RIDE002801,Private,2025-01-11 12:11,2025-01-11 13:21,Perungudi,Chengalpattu Bus Stand,60.24,1,,638.82,Card,Standard,11.566,0.0
RIDE002802,Carpool,2025-01-22 11:36,2025-01-22 12:39,Chromepet,Singaperumal Koil,52.12,4,3.7,395.15,Wallet,Shared,7.297,2.71
RIDE002803,Private,2025-04-01 22:45,2025-04-01 23:20,T Nagar,Chengalpattu Bus Stand,31.74,1,,322.95,UPI,Standard,6.094,0.0
RIDE002804,Carpool,2025-03-31 12:07,2025-03-31 12:48,Perungudi,Chengalpattu Bus Stand,36.01,3,2.9,229.28,Cash,Shared,5.041,1.873
RIDE002805,Carpool,2025-03-01 12:21,2025-03-01 13:23,OMR Sholinganallur,Chengalpattu Town,50.52,3,2.6,358.44,Wallet,Shared,7.073,2.627
RIDE002806,Private,2025-03-19 15:43,2025-03-19 16:23,Perungudi,Mahindra City,43.85,1,,475.83,Wallet,Standard,8.419,0.0
RIDE002807,Private,2025-01-21 04:47,2025-01-21 05:31,Velachery,Singaperumal Koil,49.28,1,,548.48,Card,Standard,9.462,0.0
RIDE002808,Carpool,2025-04-12 16:48,2025-04-12 17:33,Perungudi,Chengalpattu Town,44.49,3,2.6,294.52,UPI,Shared,6.229,2.313
RIDE002809,Private,2025-04-18 12:22,2025-04-18 13:27,Pallavaram,Singaperumal Koil,64.02,1,,723.05,Wallet,Standard,12.292,0.0
RIDE002810,Carpool,2025-04-05 04:52,2025-04-05 05:54,Pallavaram,Chengalpattu Bus Stand,53.59,2,1.5,333.01,Wallet,Shared,7.503,2.786
RIDE002811,Carpool,2025-03-21 14:57,2025-03-21 15:36,Anna Nagar,Chengalpattu Bus Stand,42.46,3,2.6,288.95,Card,Shared,5.944,2.208
RIDE002812,Carpool,2025-04-20 15:01,2025-04-20 15:46,Velachery,Mahindra City,38.81,2,1.8,290.44,Wallet,Shared,5.433,2.019
RIDE002813,Carpool,2025-04-27 00:19,2025-04-27 01:15,Pallavaram,Chengalpattu Bus Stand,49.0,4,3.8,308.97,Card,Shared,6.86,2.548
RIDE002814,Private,2025-01-24 18:40,2025-01-24 19:21,Velachery,SRM University,34.54,1,,392.35,Card,Standard,6.632,0.0
RIDE002815,Private,2025-01-15 16:30,2025-01-15 17:07,Adyar,Mahindra City,37.67,1,,395.3,Cash,Standard,7.233,0.0
RIDE002816,Carpool,2025-01-11 18:49,2025-01-11 19:36,Guindy,Chengalpattu Bus Stand,47.03,2,1.4,336.66,Card,Shared,6.584,2.446
RIDE002817,Carpool,2025-02-23 07:36,2025-02-23 08:07,Chromepet,Chengalpattu Bus Stand,34.53,3,2.5,235.65,Wallet,Shared,4.834,1.796
RIDE002818,Carpool,2025-04-11 14:57,2025-04-11 16:15,Velachery,Chengalpattu Town,64.45,4,3.5,401.46,Card,Shared,9.023,3.351
RIDE002819,Private,2025-04-26 08:17,2025-04-26 09:04,Pallavaram,Mahindra City,51.54,1,,520.44,Wallet,Standard,9.896,0.0
RIDE002820,Carpool,2025-04-13 12:45,2025-04-13 13:48,T Nagar,Mahindra City,62.74,3,2.8,397.2,Card,Shared,8.784,3.262
RIDE002821,Private,2025-03-30 00:02,2025-03-30 00:51,Pallavaram,Chengalpattu Town,44.82,1,,471.04,Cash,Standard,8.605,0.0
RIDE002822,Carpool,2025-02-28 23:18,2025-02-28 23:51,Perungudi,Chengalpattu Bus Stand,30.19,2,1.5,218.56,Wallet,Shared,4.227,1.569
RIDE002823,Carpool,2025-03-10 11:56,2025-03-10 12:37,T Nagar,Mahindra City,45.86,2,1.7,288.29,UPI,Shared,6.42,2.385
RIDE002824,Carpool,2025-01-20 17:32,2025-01-20 18:07,Guindy,Mahindra City,31.73,4,3.8,208.72,Wallet,Shared,4.442,1.65
RIDE002825,Carpool,2025-03-12 16:34,2025-03-12 17:32,T Nagar,Mahindra City,57.35,4,3.8,422.7,Cash,Shared,8.029,2.982
RIDE002826,Carpool,2025-04-25 01:41,2025-04-25 02:57,OMR Sholinganallur,SRM University,63.42,4,3.8,436.18,Card,Shared,8.879,3.298
RIDE002827,Carpool,2025-03-10 20:49,2025-03-10 21:46,Chromepet,Chengalpattu Bus Stand,47.21,3,2.6,349.3,Cash,Shared,6.609,2.455
RIDE002828,Private,2025-03-09 05:28,2025-03-09 05:59,Perungudi,Mahindra City,30.63,1,,334.02,Wallet,Standard,5.881,0.0
RIDE002829,Private,2025-02-25 12:33,2025-02-25 13:42,Adyar,Chengalpattu Bus Stand,57.5,1,,569.93,Cash,Standard,11.04,0.0
RIDE002830,Carpool,2025-02-28 14:57,2025-02-28 15:53,Mylapore,Singaperumal Koil,45.5,2,1.8,335.95,Card,Shared,6.37,2.366
RIDE002831,Carpool,2025-04-29 04:10,2025-04-29 04:38,Chromepet,Mahindra City,30.2,4,3.6,182.75,UPI,Shared,4.228,1.57
RIDE002832,Private,2025-03-26 00:40,2025-03-26 01:39,Adyar,Mahindra City,48.04,1,,463.68,Card,Standard,9.224,0.0
RIDE002833,Private,2025-02-18 22:03,2025-02-18 23:03,Guindy,SRM University,52.95,1,,487.67,Wallet,Standard,10.166,0.0
RIDE002834,Private,2025-04-16 12:36,2025-04-16 13:12,Pallavaram,Singaperumal Koil,40.22,1,,461.47,Wallet,Standard,7.722,0.0
RIDE002835,Private,2025-02-15 17:54,2025-02-15 19:04,Adyar,Chengalpattu Bus Stand,59.39,1,,586.69,Cash,Standard,11.403,0.0
RIDE002836,Carpool,2025-01-21 11:07,2025-01-21 12:08,Perungudi,Chengalpattu Town,64.9,2,1.9,400.55,Card,Shared,9.086,3.375
RIDE002837,Private,2025-03-06 09:17,2025-03-06 10:25,Velachery,Singaperumal Koil,62.97,1,,655.75,Wallet,Standard,12.09,0.0
RIDE002838,Private,2025-04-30 16:26,2025-04-30 17:37,Guindy,Singaperumal Koil,58.19,1,,546.23,Wallet,Standard,11.172,0.0
RIDE002839,Private,2025-01-04 23:17,2025-01-04 23:47,Velachery,Singaperumal Koil,30.29,1,,304.69,Card,Standard,5.816,0.0
RIDE002840,Carpool,2025-04-27 03:25,2025-04-27 04:01,Mylapore,Chengalpattu Town,30.17,4,3.7,193.96,UPI,Shared,4.224,1.569
RIDE002841,Private,2025-01-21 21:19,2025-01-21 22:22,Tambaram,Chengalpattu Town,54.24,1,,493.69,Wallet,Standard,10.414,0.0
RIDE002842,Private,2025-01-31 19:12,2025-01-31 20:19,Pallavaram,Mahindra City,64.49,1,,657.58,Wallet,Standard,12.382,0.0
RIDE002843,Private,2025-01-24 05:44,2025-01-24 06:41,Chromepet,Chengalpattu Town,54.32,1,,549.89,Wallet,Standard,10.429,0.0
RIDE002844,Carpool,2025-01-21 14:11,2025-01-21 15:19,Velachery,SRM University,62.05,2,1.8,374.03,UPI,Shared,8.687,3.227
RIDE002845,Carpool,2025-02-10 02:36,2025-02-10 03:48,T Nagar,Chengalpattu Town,58.86,3,2.6,354.14,UPI,Shared,8.24,3.061
RIDE002846,Carpool,2025-02-02 19:37,2025-02-02 20:16,Adyar,Chengalpattu Bus Stand,31.69,4,3.8,244.07,Wallet,Shared,4.437,1.647
RIDE002847,Private,2025-03-24 16:07,2025-03-24 16:55,Pallavaram,Chengalpattu Town,40.1,1,,413.03,Cash,Standard,7.699,0.0
RIDE002848,Private,2025-04-15 10:51,2025-04-15 11:43,T Nagar,Mahindra City,54.85,1,,498.79,UPI,Standard,10.531,0.0
RIDE002849,Carpool,2025-02-13 08:00,2025-02-13 08:42,Perungudi,Singaperumal Koil,46.0,3,2.9,321.71,Card,Shared,6.44,2.392
RIDE002850,Private,2025-01-22 00:00,2025-01-22 00:57,OMR Sholinganallur,SRM University,50.28,1,,480.67,Card,Standard,9.654,0.0
RIDE002851,Carpool,2025-04-22 06:58,2025-04-22 07:51,Adyar,Chengalpattu Bus Stand,45.19,4,3.6,298.18,Wallet,Shared,6.327,2.349
RIDE002852,Carpool,2025-01-23 23:28,2025-01-24 00:16,T Nagar,Mahindra City,41.44,3,2.8,254.85,Wallet,Shared,5.802,2.154
RIDE002853,Carpool,2025-04-23 05:46,2025-04-23 06:37,Chromepet,SRM University,49.1,2,1.5,365.96,Wallet,Shared,6.874,2.553
RIDE002854,Private,2025-04-20 22:07,2025-04-20 22:41,Adyar,Singaperumal Koil,30.28,1,,288.04,Cash,Standard,5.814,0.0
RIDE002855,Private,2025-01-27 23:45,2025-01-28 00:36,Pallavaram,Singaperumal Koil,43.97,1,,491.76,Wallet,Standard,8.442,0.0
RIDE002856,Carpool,2025-02-05 09:26,2025-02-05 10:11,Perungudi,Chengalpattu Bus Stand,41.6,4,3.9,309.17,UPI,Shared,5.824,2.163
RIDE002857,Carpool,2025-01-27 20:25,2025-01-27 21:31,T Nagar,SRM University,53.71,4,3.9,382.89,Card,Shared,7.519,2.793
RIDE002858,Private,2025-01-17 03:08,2025-01-17 04:07,Chromepet,Chengalpattu Bus Stand,50.61,1,,462.78,UPI,Standard,9.717,0.0
RIDE002859,Carpool,2025-01-21 07:20,2025-01-21 07:58,OMR Sholinganallur,Chengalpattu Town,33.43,3,2.6,234.72,Wallet,Shared,4.68,1.739
RIDE002860,Carpool,2025-01-29 12:38,2025-01-29 13:47,Pallavaram,Singaperumal Koil,63.46,4,3.5,447.44,Card,Shared,8.884,3.3
RIDE002861,Carpool,2025-02-03 16:02,2025-02-03 16:37,Velachery,Singaperumal Koil,30.38,2,1.9,204.24,UPI,Shared,4.253,1.58
RIDE002862,Carpool,2025-04-09 00:54,2025-04-09 01:41,Perungudi,Mahindra City,41.09,3,2.7,293.79,UPI,Shared,5.753,2.136
RIDE002863,Carpool,2025-03-26 11:22,2025-03-26 11:58,Chromepet,Singaperumal Koil,34.95,3,2.7,264.77,Wallet,Shared,4.893,1.817
RIDE002864,Carpool,2025-03-10 04:00,2025-03-10 04:54,Tambaram,Mahindra City,59.87,4,3.8,436.76,Wallet,Shared,8.382,3.113
RIDE002865,Private,2025-01-28 18:28,2025-01-28 18:56,Adyar,Chengalpattu Bus Stand,30.19,1,,322.46,Card,Standard,5.796,0.0
RIDE002866,Carpool,2025-03-24 01:16,2025-03-24 02:18,Mylapore,Singaperumal Koil,55.39,4,3.7,369.88,Cash,Shared,7.755,2.88
